Source,Destination,Time,frame length,flow lengths,flow bits,Port number,Protocol,Source port number,port 1 status,port 2 status,port 3 status,routing_interface
68.151.104.83/24,201.0.113.19/24,78.181306,495,453,3960,27001,UDP,GigabitEthernet2/0,down,up,up,GigabitEthernet1/0
201.0.113.19/24,25.45.123.210/24,78.246043,1321,1279,10568,8803,UDP,GigabitEthernet1/0,down,up,up,GigabitEthernet2/0
201.0.113.19/24,37.201.76.99/24,78.267999,559,517,4472,34109,UDP,GigabitEthernet1/0,up,up,up,GigabitEthernet0/0
68.151.104.83/24,201.0.113.19/24,78.332698,88,46,704,80,TCP,GigabitEthernet0/0,up,up,up,GigabitEthernet2/0
102.67.88.14/24,25.45.123.210/24,78.353324,145,103,1160,443,TCP,GigabitEthernet1/0,up,up,down,GigabitEthernet0/0
185.44.17.238/24,25.45.123.210/24,78.40694,246,204,1968,143,TCP,GigabitEthernet1/0,up,up,down,GigabitEthernet0/0
25.45.123.210/24,201.0.113.19/24,78.428062,344,302,2752,143,TCP,GigabitEthernet0/0,up,up,up,GigabitEthernet2/0
185.44.17.238/24,25.45.123.210/24,78.490562,780,738,6240,3481,UDP,GigabitEthernet1/0,up,up,up,GigabitEthernet0/0
37.201.76.99/24,102.67.88.14/24,78.521805,1021,979,8168,27504,UDP,GigabitEthernet0/0,up,up,up,GigabitEthernet1/0
37.201.76.99/24,102.67.88.14/24,78.573061,258,216,2064,55431,UDP,GigabitEthernet0/0,up,up,up,GigabitEthernet2/0
37.201.76.99/24,102.67.88.14/24,78.593933,781,739,6248,53875,UDP,GigabitEthernet0/0,up,down,down,GigabitEthernet0/0-TI-LFA
37.201.76.99/24,102.67.88.14/24,78.657404,843,801,6744,53,UDP,GigabitEthernet2/0,down,down,up,GigabitEthernet2/0
201.0.113.19/24,25.45.123.210/24,78.679017,151,109,1208,443,TCP,GigabitEthernet2/0,down,down,up,GigabitEthernet2/0
201.0.113.19/24,68.151.104.83/24,78.741918,269,227,2152,443,TCP,GigabitEthernet1/0,up,up,up,GigabitEthernet2/0
102.67.88.14/24,68.151.104.83/24,78.776018,1083,1041,8664,443,TCP,GigabitEthernet1/0,up,up,up,GigabitEthernet0/0
68.151.104.83/24,185.44.17.238/24,78.837315,289,247,2312,3480,UDP,GigabitEthernet0/0,up,down,up,GigabitEthernet2/0
25.45.123.210/24,185.44.17.238/24,78.862621,722,680,5776,443,TCP,GigabitEthernet0/0,up,up,up,GigabitEthernet1/0
102.67.88.14/24,68.151.104.83/24,78.935066,993,951,7944,3478,UDP,GigabitEthernet1/0,up,up,up,GigabitEthernet0/0
25.45.123.210/24,185.44.17.238/24,78.969387,288,246,2304,64001,UDP,GigabitEthernet0/0,up,down,down,GigabitEthernet0/0-TI-LFA
102.67.88.14/24,68.151.104.83/24,79.029694,1006,964,8048,20,TCP,GigabitEthernet1/0,up,up,up,GigabitEthernet0/0
68.151.104.83/24,185.44.17.238/24,79.055495,352,310,2816,443,TCP,GigabitEthernet0/0,up,down,up,GigabitEthernet2/0
185.44.17.238/24,25.45.123.210/24,79.093228,258,216,2064,29004,UDP,GigabitEthernet1/0,up,up,up,GigabitEthernet2/0
185.44.17.238/24,68.151.104.83/24,79.110306,1112,1070,8896,143,TCP,GigabitEthernet1/0,down,up,down,GigabitEthernet1/0-TI-LFA
25.45.123.210/24,102.67.88.14/24,79.157965,1138,1096,9104,443,TCP,GigabitEthernet0/0,up,down,up,GigabitEthernet2/0
185.44.17.238/24,68.151.104.83/24,79.172742,292,250,2336,443,TCP,GigabitEthernet1/0,up,up,up,GigabitEthernet2/0
201.0.113.19/24,25.45.123.210/24,79.213064,442,400,3536,25001,UDP,GigabitEthernet1/0,up,up,down,GigabitEthernet0/0
25.45.123.210/24,185.44.17.238/24,79.23798,355,313,2840,26784,UDP,GigabitEthernet0/0,up,up,down,GigabitEthernet1/0
68.151.104.83/24,201.0.113.19/24,79.296861,666,624,5328,25008,UDP,GigabitEthernet0/0,up,up,up,GigabitEthernet1/0
68.151.104.83/24,201.0.113.19/24,79.311426,358,316,2864,80,TCP,GigabitEthernet0/0,up,up,up,GigabitEthernet2/0
25.45.123.210/24,102.67.88.14/24,79.359167,693,651,5544,27001,UDP,GigabitEthernet0/0,up,up,up,GigabitEthernet1/0
37.201.76.99/24,185.44.17.238/24,79.385133,150,108,1200,63001,UDP,GigabitEthernet0/0,up,up,up,GigabitEthernet2/0
185.44.17.238/24,68.151.104.83/24,79.433976,1311,1269,10488,20,TCP,GigabitEthernet1/0,down,up,down,GigabitEthernet1/0-TI-LFA
68.151.104.83/24,201.0.113.19/24,79.460822,739,697,5912,27001,UDP,GigabitEthernet2/0,down,up,up,GigabitEthernet1/0
201.0.113.19/24,25.45.123.210/24,79.51943,233,191,1864,443,TCP,GigabitEthernet2/0,down,down,up,GigabitEthernet2/0
102.67.88.14/24,25.45.123.210/24,79.535326,254,212,2032,443,TCP,GigabitEthernet1/0,up,up,up,GigabitEthernet2/0
201.0.113.19/24,37.201.76.99/24,79.605262,606,564,4848,143,TCP,GigabitEthernet2/0,up,down,up,GigabitEthernet0/0
68.151.104.83/24,185.44.17.238/24,79.641921,828,786,6624,20,TCP,GigabitEthernet2/0,down,down,up,GigabitEthernet2/0
37.201.76.99/24,102.67.88.14/24,79.69866,217,175,1736,443,TCP,GigabitEthernet2/0,down,down,up,GigabitEthernet2/0
68.151.104.83/24,102.67.88.14/24,79.728272,963,921,7704,8802,UDP,GigabitEthernet0/0,up,up,down,GigabitEthernet1/0
25.45.123.210/24,102.67.88.14/24,79.792003,532,490,4256,80,TCP,GigabitEthernet0/0,up,up,up,GigabitEthernet2/0
37.201.76.99/24,102.67.88.14/24,79.822958,1207,1165,9656,443,TCP,GigabitEthernet2/0,down,down,up,GigabitEthernet2/0
201.0.113.19/24,68.151.104.83/24,79.878057,811,769,6488,443,TCP,GigabitEthernet1/0,down,up,up,GigabitEthernet2/0
185.44.17.238/24,25.45.123.210/24,79.921731,127,85,1016,25009,UDP,GigabitEthernet1/0,up,up,up,GigabitEthernet2/0
102.67.88.14/24,25.45.123.210/24,79.975256,100,58,800,443,TCP,GigabitEthernet1/0,down,up,up,GigabitEthernet2/0
102.67.88.14/24,68.151.104.83/24,80.007111,473,431,3784,443,TCP,GigabitEthernet2/0,up,down,up,GigabitEthernet0/0
25.45.123.210/24,185.44.17.238/24,80.007169,863,821,6904,26784,UDP,GigabitEthernet0/0,up,up,down,GigabitEthernet1/0
68.151.104.83/24,102.67.88.14/24,80.05112,253,211,2024,20,TCP,GigabitEthernet0/0,up,up,up,GigabitEthernet2/0
68.151.104.83/24,201.0.113.19/24,80.081801,477,435,3816,443,TCP,GigabitEthernet0/0,up,up,up,GigabitEthernet2/0
68.151.104.83/24,102.67.88.14/24,80.135837,462,420,3696,55450,UDP,GigabitEthernet0/0,up,up,up,GigabitEthernet2/0
185.44.17.238/24,37.201.76.99/24,80.167015,641,599,5128,27015,UDP,GigabitEthernet1/0,up,up,up,GigabitEthernet0/0
201.0.113.19/24,25.45.123.210/24,80.210468,1348,1306,10784,443,TCP,GigabitEthernet2/0,down,down,up,GigabitEthernet2/0
37.201.76.99/24,201.0.113.19/24,80.242243,188,146,1504,443,TCP,GigabitEthernet0/0,up,up,up,GigabitEthernet2/0
37.201.76.99/24,102.67.88.14/24,80.285933,996,954,7968,443,TCP,GigabitEthernet2/0,down,down,up,GigabitEthernet2/0
102.67.88.14/24,25.45.123.210/24,80.318241,1167,1125,9336,443,TCP,GigabitEthernet1/0,up,up,down,GigabitEthernet0/0
201.0.113.19/24,25.45.123.210/24,80.36979,882,840,7056,443,TCP,GigabitEthernet2/0,down,down,up,GigabitEthernet2/0
37.201.76.99/24,201.0.113.19/24,80.4006,799,757,6392,443,TCP,GigabitEthernet0/0,up,up,up,GigabitEthernet1/0
68.151.104.83/24,185.44.17.238/24,80.454941,904,862,7232,25509,UDP,GigabitEthernet2/0,down,down,up,GigabitEthernet2/0
37.201.76.99/24,185.44.17.238/24,80.486979,467,425,3736,443,TCP,GigabitEthernet2/0,down,up,up,GigabitEthernet1/0
201.0.113.19/24,37.201.76.99/24,80.551782,970,928,7760,443,TCP,GigabitEthernet1/0,up,up,up,GigabitEthernet0/0
37.201.76.99/24,201.0.113.19/24,80.583432,943,901,7544,443,TCP,GigabitEthernet0/0,up,up,up,GigabitEthernet1/0
37.201.76.99/24,201.0.113.19/24,80.646512,329,287,2632,443,TCP,GigabitEthernet0/0,up,down,down,GigabitEthernet0/0-TI-LFA
37.201.76.99/24,201.0.113.19/24,80.67812,504,462,4032,443,TCP,GigabitEthernet0/0,up,up,up,GigabitEthernet2/0
185.44.17.238/24,25.45.123.210/24,80.743352,432,390,3456,443,TCP,GigabitEthernet1/0,up,up,down,GigabitEthernet0/0
37.201.76.99/24,102.67.88.14/24,80.77545,696,654,5568,443,TCP,GigabitEthernet0/0,up,down,up,GigabitEthernet2/0
102.67.88.14/24,25.45.123.210/24,80.830661,600,558,4800,80,TCP,GigabitEthernet1/0,up,up,up,GigabitEthernet0/0
37.201.76.99/24,102.67.88.14/24,80.862996,585,543,4680,53,UDP,GigabitEthernet0/0,up,down,up,GigabitEthernet2/0
185.44.17.238/24,37.201.76.99/24,80.906761,671,629,5368,443,TCP,GigabitEthernet1/0,up,up,up,GigabitEthernet0/0
37.201.76.99/24,185.44.17.238/24,80.939736,307,265,2456,29001,UDP,GigabitEthernet0/0,up,down,up,GigabitEthernet2/0
68.151.104.83/24,201.0.113.19/24,80.994104,792,750,6336,27001,UDP,GigabitEthernet2/0,down,up,up,GigabitEthernet1/0
201.0.113.19/24,37.201.76.99/24,81.025774,875,833,7000,8805,UDP,GigabitEthernet2/0,down,down,up,GigabitEthernet2/0
185.44.17.238/24,68.151.104.83/24,81.089381,954,912,7632,20,TCP,GigabitEthernet1/0,down,up,down,GigabitEthernet1/0-TI-LFA
102.67.88.14/24,68.151.104.83/24,81.121876,550,508,4400,29456,UDP,GigabitEthernet1/0,up,up,up,GigabitEthernet0/0
102.67.88.14/24,25.45.123.210/24,81.185939,435,393,3480,80,TCP,GigabitEthernet2/0,up,down,up,GigabitEthernet0/0
185.44.17.238/24,68.151.104.83/24,81.217998,1253,1211,10024,53,UDP,GigabitEthernet1/0,down,up,down,GigabitEthernet1/0-TI-LFA
37.201.76.99/24,185.44.17.238/24,81.282211,996,954,7968,443,TCP,GigabitEthernet0/0,up,up,up,GigabitEthernet1/0
185.44.17.238/24,37.201.76.99/24,81.314677,763,721,6104,3478,UDP,GigabitEthernet1/0,down,up,up,GigabitEthernet2/0
201.0.113.19/24,25.45.123.210/24,81.377447,877,835,7016,8803,UDP,GigabitEthernet2/0,up,down,up,GigabitEthernet0/0
102.67.88.14/24,25.45.123.210/24,81.408776,88,46,704,80,TCP,GigabitEthernet1/0,down,up,up,GigabitEthernet2/0
201.0.113.19/24,37.201.76.99/24,81.49603,615,573,4920,443,TCP,GigabitEthernet1/0,down,up,down,GigabitEthernet1/0-TI-LFA
37.201.76.99/24,201.0.113.19/24,81.548996,467,425,3736,8805,UDP,GigabitEthernet0/0,up,up,up,GigabitEthernet2/0
201.0.113.19/24,37.201.76.99/24,81.592382,838,796,6704,63045,UDP,GigabitEthernet2/0,down,down,up,GigabitEthernet2/0
37.201.76.99/24,102.67.88.14/24,81.624489,152,110,1216,25009,UDP,GigabitEthernet0/0,up,up,up,GigabitEthernet2/0
185.44.17.238/24,68.151.104.83/24,81.679304,574,532,4592,80,TCP,GigabitEthernet1/0,down,up,up,GigabitEthernet2/0
185.44.17.238/24,25.45.123.210/24,81.710891,463,421,3704,8809,UDP,GigabitEthernet1/0,down,up,down,GigabitEthernet1/0-TI-LFA
37.201.76.99/24,201.0.113.19/24,81.743698,1250,1208,10000,443,TCP,GigabitEthernet0/0,up,up,up,GigabitEthernet1/0
201.0.113.19/24,37.201.76.99/24,81.775693,671,629,5368,8802,UDP,GigabitEthernet2/0,up,down,up,GigabitEthernet0/0
102.67.88.14/24,37.201.76.99/24,81.807971,1373,1331,10984,8801,UDP,GigabitEthernet1/0,up,up,up,GigabitEthernet0/0
102.67.88.14/24,68.151.104.83/24,81.862152,903,861,7224,443,TCP,GigabitEthernet1/0,up,up,down,GigabitEthernet0/0
68.151.104.83/24,102.67.88.14/24,81.894482,940,898,7520,80,TCP,GigabitEthernet0/0,up,up,up,GigabitEthernet1/0
185.44.17.238/24,25.45.123.210/24,81.948834,1261,1219,10088,143,TCP,GigabitEthernet1/0,down,up,up,GigabitEthernet2/0
201.0.113.19/24,37.201.76.99/24,81.980772,745,703,5960,8804,UDP,GigabitEthernet1/0,up,up,up,GigabitEthernet0/0
185.44.17.238/24,37.201.76.99/24,82.057166,566,524,4528,45001,UDP,GigabitEthernet2/0,down,down,up,GigabitEthernet2/0
25.45.123.210/24,185.44.17.238/24,82.085191,793,751,6344,27051,UDP,GigabitEthernet0/0,up,up,up,GigabitEthernet1/0
68.151.104.83/24,185.44.17.238/24,82.16452,251,209,2008,8807,UDP,GigabitEthernet2/0,down,down,up,GigabitEthernet2/0
185.44.17.238/24,68.151.104.83/24,82.190781,1167,1125,9336,443,TCP,GigabitEthernet2/0,down,down,up,GigabitEthernet2/0
185.44.17.238/24,25.45.123.210/24,82.240746,508,466,4064,25009,UDP,GigabitEthernet1/0,up,up,up,GigabitEthernet2/0
201.0.113.19/24,37.201.76.99/24,82.275651,639,597,5112,8805,UDP,GigabitEthernet2/0,down,down,up,GigabitEthernet2/0
68.151.104.83/24,102.67.88.14/24,82.314674,435,393,3480,443,TCP,GigabitEthernet0/0,up,up,down,GigabitEthernet1/0
201.0.113.19/24,25.45.123.210/24,82.339921,129,87,1032,443,TCP,GigabitEthernet2/0,down,down,up,GigabitEthernet2/0
37.201.76.99/24,201.0.113.19/24,82.421416,688,646,5504,8801,UDP,GigabitEthernet0/0,up,down,down,GigabitEthernet0/0-TI-LFA
201.0.113.19/24,68.151.104.83/24,82.454507,993,951,7944,443,TCP,GigabitEthernet1/0,up,up,down,GigabitEthernet0/0
185.44.17.238/24,68.151.104.83/24,82.526868,1032,990,8256,443,TCP,GigabitEthernet1/0,up,up,down,GigabitEthernet0/0
37.201.76.99/24,102.67.88.14/24,82.569707,507,465,4056,443,TCP,GigabitEthernet0/0,up,down,up,GigabitEthernet2/0
25.45.123.210/24,102.67.88.14/24,82.633919,696,654,5568,3478,UDP,GigabitEthernet0/0,up,down,down,GigabitEthernet0/0-TI-LFA
37.201.76.99/24,102.67.88.14/24,82.665524,457,415,3656,8808,UDP,GigabitEthernet0/0,up,down,down,GigabitEthernet0/0-TI-LFA
37.201.76.99/24,201.0.113.19/24,82.717014,397,355,3176,8801,UDP,GigabitEthernet0/0,up,up,down,GigabitEthernet1/0
102.67.88.14/24,25.45.123.210/24,82.7513,531,489,4248,25003,UDP,GigabitEthernet1/0,down,up,up,GigabitEthernet2/0
37.201.76.99/24,185.44.17.238/24,82.821129,211,169,1688,3478,UDP,GigabitEthernet0/0,up,up,up,GigabitEthernet2/0
25.45.123.210/24,185.44.17.238/24,82.857519,742,700,5936,8809,UDP,GigabitEthernet0/0,up,up,up,GigabitEthernet1/0
68.151.104.83/24,102.67.88.14/24,82.915992,496,454,3968,143,TCP,GigabitEthernet0/0,up,down,up,GigabitEthernet2/0
102.67.88.14/24,25.45.123.210/24,82.942227,751,709,6008,80,TCP,GigabitEthernet2/0,up,down,up,GigabitEthernet0/0
68.151.104.83/24,102.67.88.14/24,82.999939,861,819,6888,443,TCP,GigabitEthernet0/0,up,down,down,GigabitEthernet0/0-TI-LFA
102.67.88.14/24,25.45.123.210/24,83.04784,580,538,4640,443,TCP,GigabitEthernet2/0,down,down,up,GigabitEthernet2/0
201.0.113.19/24,25.45.123.210/24,83.093187,1476,1434,11808,8804,UDP,GigabitEthernet1/0,down,up,down,GigabitEthernet1/0-TI-LFA
102.67.88.14/24,68.151.104.83/24,83.122251,331,289,2648,27162,UDP,GigabitEthernet1/0,down,up,up,GigabitEthernet2/0
68.151.104.83/24,102.67.88.14/24,83.156532,256,214,2048,55450,UDP,GigabitEthernet0/0,up,up,up,GigabitEthernet2/0
25.45.123.210/24,185.44.17.238/24,83.185722,495,453,3960,3479,UDP,GigabitEthernet0/0,up,up,up,GigabitEthernet2/0
25.45.123.210/24,201.0.113.19/24,83.242289,761,719,6088,443,TCP,GigabitEthernet0/0,up,up,up,GigabitEthernet1/0
68.151.104.83/24,201.0.113.19/24,83.25945,815,773,6520,443,TCP,GigabitEthernet0/0,up,up,up,GigabitEthernet1/0
68.151.104.83/24,201.0.113.19/24,83.295209,1047,1005,8376,25008,UDP,GigabitEthernet0/0,up,up,up,GigabitEthernet1/0
102.67.88.14/24,25.45.123.210/24,83.311666,936,894,7488,80,TCP,GigabitEthernet1/0,down,up,down,GigabitEthernet1/0-TI-LFA
25.45.123.210/24,102.67.88.14/24,83.356887,1140,1098,9120,55008,UDP,GigabitEthernet0/0,up,down,up,GigabitEthernet2/0
37.201.76.99/24,201.0.113.19/24,83.372883,614,572,4912,80,TCP,GigabitEthernet0/0,up,down,up,GigabitEthernet2/0
185.44.17.238/24,25.45.123.210/24,83.408804,757,715,6056,27061,UDP,GigabitEthernet1/0,up,up,up,GigabitEthernet0/0
185.44.17.238/24,25.45.123.210/24,83.434222,280,238,2240,143,TCP,GigabitEthernet1/0,down,up,up,GigabitEthernet2/0
102.67.88.14/24,25.45.123.210/24,83.483448,1067,1025,8536,443,TCP,GigabitEthernet1/0,up,up,up,GigabitEthernet0/0
102.67.88.14/24,37.201.76.99/24,83.496065,645,603,5160,443,TCP,GigabitEthernet1/0,up,up,down,GigabitEthernet0/0
68.151.104.83/24,102.67.88.14/24,83.548331,585,543,4680,443,TCP,GigabitEthernet0/0,up,up,up,GigabitEthernet1/0
201.0.113.19/24,25.45.123.210/24,83.561051,718,676,5744,27451,UDP,GigabitEthernet1/0,up,up,up,GigabitEthernet0/0
102.67.88.14/24,25.45.123.210/24,83.613612,599,557,4792,80,TCP,GigabitEthernet2/0,up,down,up,GigabitEthernet0/0
201.0.113.19/24,68.151.104.83/24,83.645025,421,379,3368,20,TCP,GigabitEthernet2/0,up,down,up,GigabitEthernet0/0
102.67.88.14/24,68.151.104.83/24,83.719998,953,911,7624,80,TCP,GigabitEthernet2/0,down,down,up,GigabitEthernet2/0
102.67.88.14/24,68.151.104.83/24,83.740927,644,602,5152,443,TCP,GigabitEthernet1/0,up,up,up,GigabitEthernet0/0
102.67.88.14/24,68.151.104.83/24,83.785769,784,742,6272,443,TCP,GigabitEthernet2/0,down,down,up,GigabitEthernet2/0
25.45.123.210/24,185.44.17.238/24,83.806377,983,941,7864,443,TCP,GigabitEthernet0/0,up,down,down,GigabitEthernet0/0-TI-LFA
25.45.123.210/24,201.0.113.19/24,83.858114,1031,989,8248,3481,UDP,GigabitEthernet0/0,up,down,up,GigabitEthernet2/0
25.45.123.210/24,185.44.17.238/24,83.879589,633,591,5064,443,TCP,GigabitEthernet2/0,down,up,up,GigabitEthernet1/0
201.0.113.19/24,68.151.104.83/24,83.923104,396,354,3168,443,TCP,GigabitEthernet1/0,up,up,up,GigabitEthernet2/0
37.201.76.99/24,102.67.88.14/24,83.954699,270,228,2160,3478,UDP,GigabitEthernet0/0,up,up,up,GigabitEthernet2/0
185.44.17.238/24,25.45.123.210/24,84.009197,1054,1012,8432,143,TCP,GigabitEthernet2/0,up,down,up,GigabitEthernet0/0
68.151.104.83/24,102.67.88.14/24,84.040577,844,802,6752,443,TCP,GigabitEthernet0/0,up,up,up,GigabitEthernet1/0
37.201.76.99/24,185.44.17.238/24,84.11546,1252,1210,10016,443,TCP,GigabitEthernet0/0,up,up,up,GigabitEthernet1/0
201.0.113.19/24,68.151.104.83/24,84.158588,752,710,6016,3480,UDP,GigabitEthernet1/0,up,up,up,GigabitEthernet0/0
201.0.113.19/24,37.201.76.99/24,84.212307,1046,1004,8368,8802,UDP,GigabitEthernet2/0,up,down,up,GigabitEthernet0/0
185.44.17.238/24,37.201.76.99/24,84.245508,687,645,5496,20,TCP,GigabitEthernet1/0,up,up,up,GigabitEthernet0/0
37.201.76.99/24,102.67.88.14/24,84.320661,570,528,4560,3478,UDP,GigabitEthernet0/0,up,up,down,GigabitEthernet1/0
68.151.104.83/24,201.0.113.19/24,84.352173,660,618,5280,443,TCP,GigabitEthernet0/0,up,up,up,GigabitEthernet1/0
37.201.76.99/24,185.44.17.238/24,84.372689,634,592,5072,3479,UDP,GigabitEthernet0/0,up,up,down,GigabitEthernet1/0
68.151.104.83/24,201.0.113.19/24,84.404933,665,623,5320,143,TCP,GigabitEthernet2/0,down,down,up,GigabitEthernet2/0
201.0.113.19/24,25.45.123.210/24,84.427329,1177,1135,9416,8806,UDP,GigabitEthernet1/0,up,up,up,GigabitEthernet0/0
102.67.88.14/24,37.201.76.99/24,84.482007,920,878,7360,80,TCP,GigabitEthernet1/0,down,up,down,GigabitEthernet1/0-TI-LFA
185.44.17.238/24,37.201.76.99/24,84.514096,330,288,2640,143,TCP,GigabitEthernet1/0,up,up,up,GigabitEthernet2/0
25.45.123.210/24,102.67.88.14/24,84.578002,864,822,6912,443,TCP,GigabitEthernet0/0,up,up,up,GigabitEthernet1/0
201.0.113.19/24,37.201.76.99/24,84.609093,627,585,5016,443,TCP,GigabitEthernet1/0,down,up,down,GigabitEthernet1/0-TI-LFA
185.44.17.238/24,37.201.76.99/24,84.683124,307,265,2456,443,TCP,GigabitEthernet1/0,up,up,up,GigabitEthernet2/0
201.0.113.19/24,25.45.123.210/24,84.71538,819,777,6552,443,TCP,GigabitEthernet2/0,up,down,up,GigabitEthernet0/0
25.45.123.210/24,201.0.113.19/24,84.770516,648,606,5184,443,TCP,GigabitEthernet0/0,up,down,down,GigabitEthernet0/0-TI-LFA
68.151.104.83/24,201.0.113.19/24,84.801665,480,438,3840,443,TCP,GigabitEthernet0/0,up,down,down,GigabitEthernet0/0-TI-LFA
68.151.104.83/24,201.0.113.19/24,84.876667,1096,1054,8768,143,TCP,GigabitEthernet2/0,down,down,up,GigabitEthernet2/0
185.44.17.238/24,25.45.123.210/24,84.907764,627,585,5016,3480,UDP,GigabitEthernet1/0,up,up,up,GigabitEthernet0/0
201.0.113.19/24,37.201.76.99/24,84.951799,383,341,3064,3480,UDP,GigabitEthernet1/0,up,up,down,GigabitEthernet0/0
185.44.17.238/24,37.201.76.99/24,84.984275,667,625,5336,443,TCP,GigabitEthernet2/0,down,down,up,GigabitEthernet2/0
68.151.104.83/24,102.67.88.14/24,85.046472,840,798,6720,443,TCP,GigabitEthernet0/0,up,up,up,GigabitEthernet1/0
102.67.88.14/24,37.201.76.99/24,85.079163,484,442,3872,29870,UDP,GigabitEthernet2/0,down,down,up,GigabitEthernet2/0
185.44.17.238/24,68.151.104.83/24,85.143157,544,502,4352,443,TCP,GigabitEthernet1/0,up,up,down,GigabitEthernet0/0
68.151.104.83/24,102.67.88.14/24,85.175962,1288,1246,10304,55501,UDP,GigabitEthernet2/0,down,up,up,GigabitEthernet1/0
25.45.123.210/24,201.0.113.19/24,85.250292,934,892,7472,3478,UDP,GigabitEthernet0/0,up,down,up,GigabitEthernet2/0
185.44.17.238/24,68.151.104.83/24,85.282213,1127,1085,9016,443,TCP,GigabitEthernet1/0,up,up,up,GigabitEthernet0/0
25.45.123.210/24,102.67.88.14/24,85.335093,157,115,1256,27008,UDP,GigabitEthernet0/0,up,up,up,GigabitEthernet2/0
68.151.104.83/24,102.67.88.14/24,85.365817,858,816,6864,29263,UDP,GigabitEthernet0/0,up,up,down,GigabitEthernet1/0
37.201.76.99/24,185.44.17.238/24,85.418218,1006,964,8048,3481,UDP,GigabitEthernet0/0,up,up,up,GigabitEthernet1/0
185.44.17.238/24,25.45.123.210/24,85.448767,724,682,5792,53,UDP,GigabitEthernet1/0,up,up,up,GigabitEthernet0/0
102.67.88.14/24,68.151.104.83/24,85.503315,744,702,5952,443,TCP,GigabitEthernet1/0,up,up,up,GigabitEthernet0/0
68.151.104.83/24,185.44.17.238/24,85.535722,712,670,5696,8807,UDP,GigabitEthernet0/0,up,down,up,GigabitEthernet2/0
68.151.104.83/24,185.44.17.238/24,85.588523,485,443,3880,25509,UDP,GigabitEthernet2/0,down,down,up,GigabitEthernet2/0
68.151.104.83/24,102.67.88.14/24,85.621906,887,845,7096,8809,UDP,GigabitEthernet0/0,up,up,up,GigabitEthernet1/0
185.44.17.238/24,37.201.76.99/24,85.68714,709,667,5672,20,TCP,GigabitEthernet1/0,up,up,up,GigabitEthernet0/0
185.44.17.238/24,68.151.104.83/24,85.718987,856,814,6848,443,TCP,GigabitEthernet1/0,up,up,up,GigabitEthernet0/0
25.45.123.210/24,185.44.17.238/24,85.791804,882,840,7056,443,TCP,GigabitEthernet0/0,up,up,up,GigabitEthernet1/0
102.67.88.14/24,25.45.123.210/24,85.824747,1114,1072,8912,443,TCP,GigabitEthernet1/0,up,up,up,GigabitEthernet0/0
201.0.113.19/24,68.151.104.83/24,85.877437,1016,974,8128,443,TCP,GigabitEthernet1/0,up,up,up,GigabitEthernet0/0
37.201.76.99/24,102.67.88.14/24,85.908417,1074,1032,8592,443,TCP,GigabitEthernet2/0,down,up,up,GigabitEthernet1/0
25.45.123.210/24,185.44.17.238/24,85.96321,1116,1074,8928,443,TCP,GigabitEthernet0/0,up,up,up,GigabitEthernet1/0
102.67.88.14/24,68.151.104.83/24,85.973604,501,459,4008,3482,UDP,GigabitEthernet1/0,up,up,up,GigabitEthernet2/0
185.44.17.238/24,68.151.104.83/24,86.004864,457,415,3656,28001,UDP,GigabitEthernet2/0,up,down,up,GigabitEthernet0/0
185.44.17.238/24,37.201.76.99/24,86.06737,628,586,5024,3478,UDP,GigabitEthernet1/0,up,up,up,GigabitEthernet0/0
185.44.17.238/24,68.151.104.83/24,86.098726,1137,1095,9096,443,TCP,GigabitEthernet1/0,up,up,up,GigabitEthernet0/0
102.67.88.14/24,25.45.123.210/24,86.152121,587,545,4696,443,TCP,GigabitEthernet1/0,up,up,up,GigabitEthernet0/0
68.151.104.83/24,201.0.113.19/24,86.18338,813,771,6504,143,TCP,GigabitEthernet2/0,down,down,up,GigabitEthernet2/0
201.0.113.19/24,25.45.123.210/24,86.225215,238,196,1904,26541,UDP,GigabitEthernet1/0,up,up,down,GigabitEthernet0/0
185.44.17.238/24,25.45.123.210/24,86.257193,534,492,4272,3481,UDP,GigabitEthernet1/0,up,up,up,GigabitEthernet2/0
